0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
"{'role': 'Gazelleman', 'name': 'Yasunori Masutani'}","{'role': 'Ricardo', 'name': 'Toshiyuki Morikawa'}","{'role': 'Terry The Kid', 'name': 'Toshiyuki Morikawa'}","{'role': 'Kevin Mask', 'name': 'Ryotaro Okiayu'}","{'role': 'Rinko Nikaidou', 'name': 'Fumiko Orikasa'}","{'role': 'Printman', 'name': 'Takumi Yamazaki'}","{'role': 'Seiuchin', 'name': 'Takumi Yamazaki'}","{'role': 'Kinniku Mantarou', 'name': 'Masaya Onosaka'}","{'role': 'Blocks', 'name': 'Hisao Egawa'}","{'role': 'Barrierfreeman', 'name': 'Bin Shimada'}","{'role': 'Ikemen Muscle', 'name': 'Shinichirou Ohta'}","{'role': 'Barrierfreeman', 'name': 'Yasuhiko Kawazu'}","{'role': 'Meat', 'name': 'Konami Yoshida'}","{'role': 'Meat Alexandria', 'name': 'Konami Yoshida'}","{'role': 'Kazuo Nakano', 'name': 'Naoki Tatsuta'}","{'role': 'Nakano-san', 'name': 'Naoki Tatsuta'}","{'role': 'Check Mate', 'name': 'Kouichi Toochika'}","{'role': 'Ilioukhine', 'name': 'Kouichi Toochika'}","{'role': 'Announcer Yoshhigai', 'name': 'Mahito Ohba'}","{'role': 'Jade', 'name': 'Kenji Nojima'}","{'role': 'Jijimman', 'name': 'Takashi Nagasako'}","{'role': 'Chloe', 'name': 'Eiji Takemoto'}","{'role': 'Tamaki Maekawa', 'name': 'Reiko Kiuchi'}","{'role': 'Chairman Harabote', 'name': 'Kenji Nomura'}","{'role': 'Harabote Muscle', 'name': 'Kenji Nomura'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Jacqueline Muscle', 'name': 'Junko Noda'}","{'role': 'Gazelleman', 'name': 'Yasunori Masutani'}","{'role': 'Ricardo', 'name': 'Toshiyuki Morikawa'}","{'role': 'Terry The Kid', 'name': 'Toshiyuki Morikawa'}","{'role': 'Kevin Mask', 'name': 'Ryotaro Okiayu'}","{'role': 'Rinko Nikaidou', 'name': 'Fumiko Orikasa'}","{'role': 'Seiuchin', 'name': 'Takumi Yamazaki'}","{'role': 'Kinniku Mantarou', 'name': 'Masaya Onosaka'}","{'role': 'Ikemen Muscle', 'name': 'Shinichirou Ohta'}","{'role': 'Meat', 'name': 'Konami Yoshida'}","{'role': 'Meat Alexandria', 'name': 'Konami Yoshida'}","{'role': 'Kazuo Nakano', 'name': 'Naoki Tatsuta'}","{'role': 'Nakano-san', 'name': 'Naoki Tatsuta'}","{'role': 'Check Mate', 'name': 'Kouichi Toochika'}","{'role': 'Ilioukhine', 'name': 'Kouichi Toochika'}","{'role': 'Announcer Yoshigai', 'name': 'Mahito Ohba'}","{'role': 'Jade', 'name': 'Kenji Nojima'}","{'role': 'The Nōsonman', 'name': 'Takashi Nagasako'}","{'role': 'Kuroe/Warsman', 'name': 'Eiji Takemoto'}","{'role': 'Tamaki Maekawa', 'name': 'Reiko Kiuchi'}","{'role': 'Chairman Harabote', 'name': 'Kenji Nomura'}","{'role': 'Harabote Muscle', 'name': 'Kenji Nomura'}","{'role': 'Keiko', 'name': 'Ai Nonaka'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Nao Morisaki', 'name': 'Kumi Sakuma'}","{'role': 'Kazuhiko Nitta', 'name': 'Takehito Koyasu'}","{'role': 'Shuhei Aizawa', 'name': 'Kentarou Itou'}","{'role': 'Sayaka Nagase', 'name': 'Yuki Masuda'}","{'role': 'Shigemichi Morimoto', 'name': 'Norio Wakamoto'}","{'role': 'Cellaria Markelight', 'name': 'Chiharu Tezuka'}","{'role': 'Gale Lantis', 'name': 'Takashi Nagasako'}","{'role': 'Yu Yamanami', 'name': 'Junko Shimakata'}","{'role': 'Ryota Aizawa', 'name': 'Hideki Ogihara'}","{'role': 'Aki Nitta', 'name': 'Marina Ono'}","{'role': 'Nanami Inatsuki', 'name': 'Natsumi Yanase'}","{'role': 'Shin Kurosaki', 'name': 'Masaaki Ishikawa'}","{'role': 'Karen Tachibana', 'name': 'Yui Shoji'}","{'role': 'Aya Sugimoto', 'name': 'Yoshino Nanjō'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Tooru Kouno', 'name': 'Jun Fukuyama'}","{'role': 'Akira Sakamoto', 'name': 'Souichiro Hoshi'}","{'role': 'Masayuki Koshino', 'name': 'Kousuke Toriumi'}","{'role': 'Harumi Sakamoto', 'name': 'Kenji Nojima'}","{'role': 'Yuujirou Shihoudani', 'name': 'Romi Park'}","{'role': 'Shuuya Arisada', 'name': 'Hiroshi Kamiya'}","{'role': 'Takahiro Tadasu', 'name': 'Eiji Miyashita'}","{'role': 'Kaoru Natashou', 'name': 'Anri Katsu'}","{'role': 'Mikoto Yutaka', 'name': 'Tetsuya Kakihara'}","{'role': 'Wataru Harue', 'name': 'Takuma Terashima'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Joey Toy', 'name': 'Yūji Ueda'}","{'role': 'Jyouganki', 'name': 'Takehito Koyasu'}","{'role': 'Fila Marik', 'name': 'Rie Tanaka'}","{'role': 'Honoka', 'name': 'Megumi Toyoguchi'}","{'role': 'Bogie', 'name': 'Unshou Ishizuka'}","{'role': 'Iks', 'name': 'Daisuke Namikawa'}","{'role': 'Millie', 'name': 'Yuki Sakata'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Sunao Konoe', 'name': 'Nana Mizuki'}","{'role': 'Erika Kiriya', 'name': 'Mai Nakahara'}","{'role': 'Inori Ooeyama', 'name': 'Kumi Sakuma'}","{'role': 'Subaru Date', 'name': 'Takehito Koyasu'}","{'role': 'Seizou Tachibana', 'name': 'Norio Wakamoto'}","{'role': 'Noriko Nishizaki', 'name': 'Tomoko Kaneda'}","{'role': 'Shizuka Asada', 'name': 'Moyu Arishima'}","{'role': 'Yoshimi Satou', 'name': 'Mayuko Omimura'}","{'role': 'Shinichi Samesuga', 'name': 'Masahito Yabe'}","{'role': 'Nagomi Yashi', 'name': 'Yū Kobayashi'}","{'role': 'Leo Tsushima', 'name': 'Toshiyuki Toyonaga'}","{'role': 'Otome Kurogane', 'name': 'Nana Inoue'}","{'role': 'Youhei Murata', 'name': 'Takurou Nakakuni'}","{'role': 'Tsuchinaga-san', 'name': 'Yoshinori Fujita'}","{'role': 'Honoka Konoe', 'name': 'Yoshino Nanjō'}","{'role': 'Kinu Kanisawa', 'name': 'Saki Fujita'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Yumehime', 'name': 'Chie Nakamura'}","{'role': 'Musashi Miyamoto', 'name': 'Daisuke Namikawa'}","{'role': 'Danjyou', 'name': 'Jin Yamanoi'}","{'role': 'Yasha', 'name': 'Rei Igarashi'}","{'role': 'Kojiro Sasaki', 'name': 'Takahiro Sakurai'}","{'role': 'Rounin', 'name': 'Jin Horikawa'}","{'role': 'Dabi no ji', 'name': 'Kousei Hirota'}","{'role': 'Takuwan', 'name': 'Souichirou Tanaka'}","{'role': 'Ninja-tarou', 'name': 'Yū Kobayashi'}","{'role': 'Sasuke', 'name': 'Yū Kobayashi'}","{'role': 'Kaguya', 'name': 'Shiho Kawaragi'}","{'role': 'Ryogen', 'name': 'Shiro Saito'}","{'role': 'Denshichirou Yoshioka', 'name': 'Susumu Akagi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Katana', 'name': 'Tomokazu Seki'}","{'role': 'Mister', 'name': 'Akio Ohtsuka'}","{'role': 'Bishop', 'name': 'Kenyuu Horiuchi'}","{'role': 'Marciano', 'name': 'Yoko Soumi'}","{'role': 'Bruce', 'name': 'Houchu Ohtsuka'}","{'role': 'Franca', 'name': 'Ryou Hirohashi'}","{'role': 'Chelsea', 'name': 'Noriko Shitaya'}","{'role': 'Angelica', 'name': 'Atsuko Yuya'}","{'role': 'January', 'name': 'Satomi Hanamura'}","{'role': 'July', 'name': 'Akiko Kawase'}","{'role': 'February', 'name': 'Rina Satou'}","{'role': 'April', 'name': 'Hitomi Nabatame'}","{'role': 'May', 'name': 'Yukiko Tamaki'}","{'role': 'Diesse', 'name': 'Eriko Kigawa'}","{'role': 'Nove', 'name': 'Eriko Kigawa'}","{'role': 'Oct', 'name': 'Eriko Kigawa'}","{'role': 'August', 'name': 'Kokoro Kikuchi'}","{'role': 'March', 'name': 'Satomi Arai'}","{'role': 'Sep', 'name': 'Satomi Arai'}","{'role': 'June', 'name': 'Chie Matsuura'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Shougo Jinnai', 'name': 'Ken Narita'}","{'role': 'Zelman Clock', 'name': 'Jun Fukuyama'}","{'role': 'Sei', 'name': 'Reiko Takagi'}","{'role': 'Zhang Lei Kao', 'name': 'Mugihito'}","{'role': 'Yafuri Chao', 'name': 'Motoko Kumai'}","{'role': 'Sayuka Shirane', 'name': 'Kumi Sakuma'}","{'role': 'Hibari Kusunogi', 'name': 'Mikako Takahashi'}","{'role': 'Mimiko Katsuragi', 'name': 'Ryoko Nagata'}","{'role': 'Rinsuke Akai', 'name': 'Yasuhiro Takato'}","{'role': 'Badrick Serihan', 'name': 'Hisao Egawa'}","{'role': 'Alice', 'name': 'Omi Minami'}","{'role': 'Kotarou Mochizuki', 'name': 'Omi Minami'}","{'role': 'Swan Chen', 'name': 'Kana Ueda'}","{'role': 'Mitaka Onezawa', 'name': 'Takashi Matsuyama'}","{'role': 'Johan Tsang', 'name': 'Kyousei Tsukui'}","{'role': 'Zaza', 'name': 'Kousuke Toriumi'}","{'role': 'Jirou Mochizuki', 'name': 'Takahiro Sakurai'}","{'role': 'Cassandra Jill Warlock', 'name': 'Miyuki Sawashiro'}","{'role': 'Kelly Wong', 'name': 'Mami Kosuge'}","{'role': 'Cain Warlock', 'name': 'Hiroki Yasumoto'}","{'role': 'Chan', 'name': 'Ayumi Tsuji'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Shinobu Morita', 'name': 'Yūji Ueda'}","{'role': 'Miwako Teshigawara', 'name': 'Michiko Neya'}","{'role': 'Takumi Nomiya', 'name': 'Kenji Hamada'}","{'role': 'Ayumi Yamada', 'name': 'Mikako Takahashi'}","{'role': 'Takumi Mayama', 'name': 'Tomokazu Sugita'}","{'role': 'Shuuji Hanamoto', 'name': 'Keiji Fujiwara'}","{'role': 'Rika Harada', 'name': 'Sayaka Ohara'}","{'role': 'Yuuta Takemoto', 'name': 'Kenji Nojima'}","{'role': 'Yuuta Takemoto', 'name': 'Hiroshi Kamiya'}","{'role': 'Kaoru Morita', 'name': 'Takuma Takewaka'}","{'role': 'Kazushi Yamazaki', 'name': 'Hiroshi Tsuchida'}","{'role': 'Hagumi Hanamoto', 'name': 'Haruka Kudou'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Ryoko Asakura', 'name': 'Natsuko Kuwatani'}","{'role': 'Kyon', 'name': 'Tomokazu Sugita'}","{'role': 'Tsuruya-san', 'name': 'Yuki Matsuoka'}","{'role': 'Haruhi Suzumiya', 'name': 'Aya Hirano'}","{'role': 'Mikuru Asahina', 'name': 'Yuko Goto'}","{'role': 'Taniguchi', 'name': 'Minoru Shiraishi'}","{'role': 'Itsuki Koizumi', 'name': 'Daisuke Ono'}","{'role': ""Kyon's Sister"", 'name': 'Sayaka Aoki'}","{'role': 'Yuki Nagato', 'name': 'Minori Chihara'}","{'role': 'Kunikida', 'name': 'Megumi Matsumoto'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Megumi Morisato', 'name': 'Yuriko Fuchizaki'}","{'role': 'Marller', 'name': 'Urara Takano'}","{'role': 'Skuld', 'name': 'Aya Hisakawa'}","{'role': 'Sora Hasegawa', 'name': 'Satomi Koorogi'}","{'role': 'Belldandy', 'name': 'Kikuko Inoue'}","{'role': 'Keiichi Morisato', 'name': 'Masami Kikuchi'}","{'role': 'Urd', 'name': 'Yumi Touma'}","{'role': 'Toshiyuki Aoshima', 'name': 'Nobuo Tobita'}","{'role': 'Peorth', 'name': 'Rei Sakuma'}","{'role': 'Ohtaki-senpai', 'name': 'Issei Futamata'}","{'role': 'Toraichi Tamiya', 'name': 'Kiyoyuki Yanada'}","{'role': 'Hild', 'name': 'Gara Takashima'}","{'role': 'Sayoko Mishima', 'name': 'Mamiko Noto'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Akari Mizunashi', 'name': 'Erino Hazuki'}","{'role': 'Athena Glory', 'name': 'Tomoko Kawakami'}","{'role': 'Alicia Florence', 'name': 'Sayaka Ohara'}","{'role': 'Aria Pokoteng', 'name': 'Chinami Nishimura'}","{'role': 'Ai', 'name': 'Kaori Mizuhashi'}","{'role': 'Alice Carroll', 'name': 'Ryou Hirohashi'}","{'role': 'Akira E. Ferrari', 'name': 'Junko Minagawa'}","{'role': 'Aika S. Granzchesta', 'name': 'Chiwa Saito'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Mari Kode', 'name': 'Yuri Shiratori'}","{'role': 'Chief X', 'name': 'Norio Wakamoto'}","{'role': 'Yimo', 'name': 'Mika Kanai'}","{'role': 'Ebine Tsubaki', 'name': 'Yuri Amano'}","{'role': 'Sanjuurou Tsubaki', 'name': 'Shinpachi Tsuji'}","{'role': 'Karen', 'name': 'Chiemi Chiba'}","{'role': 'Aoi Misuzu', 'name': 'Kozue Yoshizumi'}","{'role': 'Adron', 'name': 'Kousuke Toriumi'}","{'role': 'Rasse', 'name': 'Asami Sanada'}","{'role': 'Sobana Kana', 'name': 'Miyuki Sawashiro'}","{'role': 'Miss Yoko', 'name': 'Yuko Kaida'}","{'role': 'Himeko Tsubaki', 'name': 'Ryoko Shintani'}","{'role': 'Na-na', 'name': 'Ui Miyazaki'}","{'role': 'Leslie', 'name': 'Youhei Tadano'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Benitokage', 'name': 'Yumi Touma'}","{'role': 'Doctor Kiriko', 'name': 'Sho Hayami'}","{'role': 'Black Jack', 'name': 'Akio Ohtsuka'}","{'role': 'Pinoko', 'name': 'Yuko Mizutani'}","{'role': 'Doctor White/Yasuhiko Shirabyoushi', 'name': 'Junpei Morita'}","{'role': 'Kagemitsu Hazama', 'name': 'Shinji Ogawa'}","{'role': 'Zen Mantoku', 'name': 'Seiji Matsuyama'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'James', 'name': 'Yūji Ueda'}","{'role': 'Penny Carter', 'name': 'Mitsuki Saiga'}","{'role': 'Captain Clayton', 'name': 'Masaru Ikeda'}","{'role': 'Emily', 'name': 'Sayaka Ohara'}","{'role': 'U.N. Army Commander', 'name': 'Takehiro Koyama'}","{'role': 'Margaret', 'name': 'Tsugumi Higasayama'}","{'role': 'U.N. Army Secretary-General Freeman', 'name': 'Katsumi Suzuki'}","{'role': 'Billy Kimura', 'name': 'Akeno Watanabe'}","{'role': 'Narrator', 'name': 'Shinji Ogawa'}","{'role': 'Professor Brest', 'name': 'Shinji Ogawa'}","{'role': 'Lotta Brest', 'name': 'Ryou Hirohashi'}","{'role': 'Robert', 'name': 'Hajime Iijima'}","{'role': 'Maggie', 'name': 'Fumie Mizusawa'}","{'role': 'Walter', 'name': 'Ooki Sugiyama'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Akira Takano', 'name': 'Kaori Shimizu'}","{'role': 'Itoko Osakabe', 'name': 'Yuu Asakawa'}","{'role': 'Eri Sawachika', 'name': 'Yui Horie'}","{'role': 'Sara Adiemas', 'name': 'Yukari Fukui'}","{'role': 'Imadori Kyousuke', 'name': 'Daisuke Kishio'}","{'role': 'Kenji Harima', 'name': 'Hiroki Takahashi'}","{'role': 'Yakumo Tsukamoto', 'name': 'Mamiko Noto'}","{'role': 'Haruki Hanai', 'name': 'Shinji Kawada'}","{'role': 'Lala Gonzales', 'name': 'Yū Kobayashi'}","{'role': 'Tenma Tsukamoto', 'name': 'Ami Koshimizu'}","{'role': 'Mikoto Suou', 'name': 'Hitomi Nabatame'}","{'role': 'Ooji Karasuma', 'name': 'Hiroki Konishi'}","{'role': 'Karen Ichijō', 'name': 'Mako'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Hideki', 'name': 'Shigeru Matsuzaki'}","{'role': 'Ichiro', 'name': 'Showtaro Morikubo'}","{'role': 'Mako', 'name': 'Ayano Matsumoto'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Kanchi Hazemi', 'name': 'Mitsuki Saiga'}","{'role': 'Nameless', 'name': 'Jouji Nakata'}","{'role': 'Onoue P', 'name': 'Jouji Nakata'}","{'role': 'Minamo Haibara / Mina Akiyama', 'name': 'Mamiko Noto'}","{'role': 'Suiren Koushuu', 'name': 'Shizuka Itou'}","{'role': 'Daisuke Kiryuu', 'name': 'Hiroki Touchi'}","{'role': 'Mina Tsukishiro / Mina Tsukuda', 'name': 'Marina Inoue'}","{'role': 'Escartin Mutsumune', 'name': 'Eri Nakao'}","{'role': 'Nakoru Hazemi / Mina Minazuki', 'name': 'Kana Hanazawa'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Hitomi Kashiwa', 'name': 'Sanae Kobayashi'}","{'role': 'Kaoru Yamazaki', 'name': 'Daisuke Sakaguchi'}","{'role': 'Hikikomori-Alien', 'name': 'Yoku Shioya'}","{'role': 'Tatsuhiro Sato', 'name': 'Yutaka Koizumi'}","{'role': 'Megumi Kobayashi', 'name': 'Risa Hayamizu'}","{'role': 'Misaki Nakahara', 'name': 'Yui Makino'}","{'role': 'Hikikomori-Alien', 'name': 'Kaoru Katakai'}","{'role': 'Hikikomori-Alien', 'name': 'Akiko Matsuzaki'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Ogin', 'name': 'Michie Tomizawa'}","{'role': 'Akira Naito', 'name': 'Junko Noda'}","{'role': 'Kikyo Kotsukahara', 'name': 'Akira Ishida'}","{'role': 'Ukyo Kotsukahara', 'name': 'Mitsuaki Madono'}","{'role': 'Sanyuutei enchou', 'name': 'Kenyuu Horiuchi'}","{'role': 'Tae Yanaka', 'name': 'Miyuki Sawashiro'}","{'role': 'Ponta', 'name': 'Megumi Kojima'}","{'role': 'Suzu Koishikawa', 'name': 'Ai Shimizu'}","{'role': 'Miyabi Asukayama', 'name': 'Sachiko Kojima'}","{'role': 'Ryo Sengoku', 'name': 'Yū Kobayashi'}","{'role': 'Hirakagenai', 'name': 'Masaki Terasoma'}","{'role': 'Yui Tsukishima', 'name': 'Saori Goto'}","{'role': 'Utamaru Katsura', 'name': 'Utamaru Katsura'}","{'role': 'Sanyuutei', 'name': 'Koyuuza Sanyuutei'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Kotenko', 'name': 'Miyako Itō'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Lucky Shimoda', 'name': 'Yuu Asakawa'}","{'role': 'Takuro Kaburagi', 'name': 'Yūji Ueda'}","{'role': 'Mao Lan', 'name': 'Wakana Yamazaki'}","{'role': 'Mao Fan', 'name': 'Takeshi Aono'}","{'role': 'Mao Hun', 'name': 'Takeshi Aono'}","{'role': 'Cao Fu Shen', 'name': 'Eiji Maruyama'}","{'role': 'Cao Da Hen', 'name': 'Unshou Ishizuka'}","{'role': 'Shin', 'name': 'Tomohiro Tsuboi'}","{'role': 'Megumi Hagi', 'name': 'Wasabi Mizuta'}","{'role': 'Megumi Yagi', 'name': 'Wasabi Mizuta'}","{'role': 'Cao Chun Yan', 'name': 'Junko Minagawa'}","{'role': 'Cao Chunyang', 'name': 'Junko Minagawa'}","{'role': 'Cao Ling Shen', 'name': 'Risa Hayamizu'}","{'role': 'Kumakubo', 'name': 'Youji Ueda'}","{'role': 'Debby Kroffat', 'name': 'Masayo Hosono'}","{'role': 'Masao Oba', 'name': 'Shuuhei Sakaguchi'}","{'role': 'Rika', 'name': 'Saori Seto'}","{'role': 'Sachi', 'name': 'Risa Tsubaki'}","{'role': 'Chie', 'name': 'Misaki Sekiyama'}","{'role': 'Natsuki', 'name': 'Haruka Nakanishi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
